"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"3133","GTF2IRD1P1",47.688538,4.9999995,65.33213,19.426767,49.00149,16.35757,87.82662,6.488257
"3134","LINC02044",5153.909,212.52632,6639.34,1170.6362,5081.0474,938.60626,14629.673,413.13535
"3135","MYSM1",3358.6594,30.479557,5608.012,730.837,4124.7144,321.1668,16030.466,14.02771
"3136","ATP6V0CP1",87.37324,18.208391,130.30562,80.60562,121.49866,64.95087,168.31573,19.75005
"3137","LINC01563",79.85064,22.063673,92.63867,39.911793,81.52153,38.933582,124.087135,15.87818
"3138","NAPSB",8923.447,157.08469,31493.307,4571.7725,38825.418,3603.7825,2816.9644,50.848362
"3139","PRELID1P7",436.73682,195.51183,742.181,764.0591,736.6116,607.5629,427.63815,47.38574
"3140","MIR187",197.38426,28.17785,326.9005,178.64891,1508.8999,135.76054,172.8284,20.144232
"3141","MEG9",1127.4691,128.30246,883.2011,517.5644,1421.227,351.81995,1325.0157,157.554
"3142","OR10D1P",72.34013,4.9999995,53.103245,32.63094,80.28589,12.9762,76.30534,7.481471
"3143","ZNF767P",303.6068,26.247221,218.31255,125.52732,369.901,69.006744,320.2336,26.902353
"3144","GOT2",171.93526,4.9999995,243.403,84.43559,272.58167,26.194883,76.91769,4.9999995
"3145","KCTD7",108.323395,6.686449,188.76778,73.31982,485.59723,84.792305,167.61479,8.887175
"3146","RPL31P40",991.5028,17.68764,756.8636,157.80238,1155.602,163.6772,1460.8732,27.348772
"3147","PBX3",52.840343,4.9999995,41.141613,10.66859,75.930885,13.948609,319.57742,4.9999995
"3148","HNRNPLP1",2108.1216,11.74654,1605.8679,705.5374,3284.2295,538.38007,4852.1123,292.33807
"3149","PSMC1P2",17406.695,895.663,20505.168,10407.851,30767.52,3691.4473,34223.082,1024.608
"3150","POTEF-AS1",114.0081,18.68018,142.84433,70.77752,144.68076,49.81984,207.2223,26.786877
"3151","PSMD8P1",881.0011,112.30411,1022.9696,473.56284,989.4084,324.27866,403.19275,29.283594
"3152","LINC00511",64.578064,7.2794495,61.84444,5056.1763,124.839905,27.814407,80.57853,8.533258
"3153","KIZ-AS1",2448.928,31.960003,890.6793,99.85176,266.9426,250.0117,2746.0396,242.52472
"3154","CEP72-DT",29.23927,6.513429,32.153854,17.80449,36.46396,17.00567,43.022915,9.261363
"3155","ACTG1P9",12750.748,1265.5951,51288.58,39328.03,46326.094,23148.766,11823.053,48.281532
"3156","MICC",34.41815,10.47473,36.773605,20.659943,48.32542,7.894025,66.528984,6.452531
"3157","BBOX1-AS1",26.871162,4.9999995,34.85437,24.95127,92.48029,9.888199,51.856094,4.9999995
"3158","PHB1P7",1339.2795,50.347,2828.337,670.70074,3826.6265,387.63208,739.6616,4.9999995
"3159","ALG3",133.0016,21.000893,147.99817,89.510704,252.92834,90.51281,144.35771,21.151947
"3160","RPL32P18",378478.03,75548.14,313738.9,206648.36,430206.03,177420.05,387389.94,169204.92
"3161","LINC01391",33.624672,4.9999995,27.175928,22.354574,206.35832,14.49603,22.946682,5.695511
"3162","ATXN2L",74.16845,4.9999995,148.81564,55.41913,116.63752,22.301882,88.120674,4.9999995
"3163","THBS2-AS1",1719.6714,111.607376,3381.1272,1075.3262,3468.054,1186.9365,4752.2676,136.06569
"3164","RPL7AP29",45.106922,4.9999995,34.95259,19.10064,93.980515,15.626229,57.003883,6.8675313
"3165","DDN-AS1",370.64557,29.028246,409.53992,342.96622,543.04486,559.95447,395.66055,87.4755
"3166","RPS11P1",997.84454,20.50949,679.4372,115.289536,1036.908,84.526535,1157.5608,101.50371
"3167","ATP5F1CP1",16485.566,686.6215,19115.092,7020.1567,27369.275,4637.7114,11862.3125,161.5822
"3168","LINC00958",161.66403,34.017143,266.85773,105.41148,204.43852,78.72094,227.10658,24.788876
"3169","SLC22A20P",1561.7913,179.01662,2558.0022,755.33417,2882.4048,706.92487,2968.2886,189.44055
"3170","TMC6",9681.983,577.5914,15161.826,3565.5635,12414.406,2321.1084,16430.441,512.3379
"3171","GOLGA2P3Y",49.18735,4.9999995,121.71739,27.199446,275.06815,16.90833,146.5635,4.9999995
"3172","FAM136BP",5319.691,203.44583,4250.962,1816.5824,7199.7505,1247.0006,9092.313,293.0133
"3173","SNAP91",33.13687,10.71563,39.685883,36.1044,50.06864,38.232895,50.16042,9.497685
"3174","EPM2A-DT",40.08536,6.423622,49.99765,22.3417,62.307575,17.11908,69.96618,5.9633894
"3175","SLC1A3-AS1",59.890762,4.9999995,73.77397,16.978056,245.33182,35.693806,118.025215,4.9999995
"3176","GAPDHP38",1927.3579,164.8546,3082.175,3271.8826,3273.0527,952.82324,1402.6788,7.7766466
"3177","GABARAPL3",323.74768,44.138973,365.97812,397.39423,411.61264,287.79956,1437.2086,54.281284
"3178","PHF10P2",1556.3835,83.04611,1915.3911,861.03467,2326.8955,248.97754,5778.3193,39.25176
"3179","ARSLP1",73.74469,4.9999995,99.0062,87.8443,633.7796,57.18402,114.65921,4.9999995
"3180","LINC01825",294.87204,34.75545,306.1781,145.17265,283.51508,92.260994,420.55655,45.406578
"3181","RPL7AP12",5300.7183,93.94489,4263.333,860.72455,8564.672,654.26886,10194.519,322.98627
"3182","APLNR",702.0287,83.58026,592.343,258.4806,632.412,196.71182,778.4506,110.77951
"3183","PTEN",6217.198,151.84035,6399.1533,2776.474,6687.6694,1870.1564,9976.704,55.908176
"3184","GCATP1",32.025234,4.9999995,34.75652,22.436672,150.36401,16.40416,28.63575,6.5526958
"3185","LINC00487",86.9266,13.00851,79.57011,53.85723,111.116516,36.05763,218.90099,12.348649
"3186","RABGEF1P2",78.4783,4.9999995,162.05875,49.509678,90.22822,18.889841,159.6104,5.143135
"3187","MARK3P3",152.6299,12.08868,130.2025,77.77539,182.69505,43.406864,191.03181,9.59683
"3188","HPRT1P2",42.057186,4.9999995,30.031206,19.776701,60.881573,14.042468,38.241653,4.9999995
"3189","CYP4F26P",617.91437,68.94909,285.70557,612.3671,1697.5087,526.5745,822.5676,27.746792
"3190","ADAM3A",38.89734,8.477386,42.28414,33.72909,224.68811,20.824478,46.658432,8.993241
"3191","LINC01412",64.51057,4.9999995,28.663315,29.322258,59.262737,31.766417,51.171444,4.9999995
"3192","CFLAR",1063.6703,158.64325,1855.0049,1800.5338,1213.8462,998.1078,3290.675,56.788525
"3193","FER1L4",721.1559,108.2017,792.03076,376.85187,2061.1467,409.86682,1684.4951,247.30869
"3194","ZNF232-AS1",19620.453,156.82079,11438.138,1603.3954,11871.342,964.9896,8904.268,121.23151
"3195","DAP3P1",2356.8284,106.94333,4715.748,1845.4308,5053.346,675.68256,4680.4062,24.91165
"3196","SPATA20",5633.7354,449.13776,4237.795,1016.0067,829.9498,694.4095,3853.1492,239.03653
"3197","MICD",27.850634,10.19726,41.952145,25.868565,35.011536,18.998251,54.86178,8.040145
"3198","MTUS2",104356.69,24667.818,73553.86,80607.58,108312.06,66343.86,70166.07,8350.661
"3199","MTND2P22",794.914,117.07113,997.80365,246.58618,740.88794,237.19727,1695.9463,133.84547
"3200","AKAP19",7195.7773,451.53116,14024.831,5030.1104,12458.256,499.26804,5685.8364,146.31879
"3201","PPP1R3B-DT",156.98425,15.862569,187.50937,98.65554,336.11026,65.730576,211.83675,15.045492
"3202","SPRR2B",1167.0789,464.13058,1333.3248,619.04156,1756.0314,586.1351,1404.283,231.66733
"3203","RPS25P9",133565.8,7538.596,122372.266,50815.207,160281.55,27752.941,141712.55,19401.547
"3204","DLGAP1-AS2",598.93805,7.5694423,360.14154,45.21166,231.65186,21.318504,184.68367,4.9999995
"3205","SELENOW",1397.8499,209.72266,3560.116,1912.0198,3567.254,1048.0662,1653.2461,9.734897
"3206","UQCRHP2",57846.938,1532.8064,42145.234,12534.741,63500.83,9339.192,62695.746,1556.7406
"3207","LINC02832",71616.96,6.528444,22.354906,19.321762,132.11447,15.207799,31.857292,10.01503
"3208","HSFY3P",46.57888,8.29826,37.785625,34.83881,42.22974,21.23557,91.579994,4.9999995
"3209","LINC01415",56.408794,4.9999995,34.84838,26.81096,28.461386,10.35397,116.3056,7.1905446
"3210","BDH2P1",6690.526,104.78192,4575.249,1102.5836,7077.866,778.3719,4751.1934,115.6484
"3211","MTCYBP36",149.87216,18.363894,166.2481,77.30135,274.5156,34.096886,366.2487,13.922851
"3212","DAB1",178.95065,17.86684,165.23929,82.348495,265.0443,44.311485,275.56973,22.10552
"3213","ENSAP3",3179.3892,59.698467,4801.61,1288.9186,4987.1685,594.72064,1412.582,4.9999995
"3214","CAPSL-DT",90.09343,14.554449,98.85513,56.04635,129.97858,46.68714,152.1918,15.378791
"3215","NAP1L4P3",3009.7114,61.49384,1869.5236,692.99945,4044.6526,424.29077,7819.0024,108.59268
"3216","GAPDHP48",231.7567,151.5792,387.3905,324.15027,255.07483,256.0506,257.00665,33.923885
"3217","PPP1R14BP5",2855.8752,457.342,5264.6523,2573.2285,15606.374,1874.5527,5269.2793,563.0139
"3218","ZFR",153.86589,11.9947405,54.42693,23.078037,27.276184,7.7618747,39.7032,4.9999995
"3219","SBF2-AS1",5796.683,551.5641,2180.2483,1065.0106,7073.432,901.42993,4077.8613,333.95914
"3220","CTF2P",132.79527,15.527899,110.25537,72.77779,347.66064,68.00308,154.06145,22.8737
"3221","UBE2V2",357.2958,5.0252614,512.57263,121.1124,416.87228,37.13612,369.12033,4.9999995
"3222","SEC61G",1898.2562,64.470985,1283.3337,653.4152,1811.389,361.30566,1771.0276,36.589817
"3223","STAT4-AS1",17.32687,6.263281,17.40813,28.50293,60.260223,25.427795,27.695711,4.9999995
"3224","ATP1B3P1",906.2563,125.50379,787.5956,2098.0217,875.80194,831.027,2732.4446,34.553493
"3225","LINC01150",175.51216,47.41966,149.48041,82.8462,260.93747,68.84621,201.98247,35.219284
"3226","RPL5P7",2448.1753,14.60009,1349.4298,239.69531,2994.4685,129.71536,3781.9321,37.88433
"3227","RPL32P13",231535.4,31877.184,237256.9,133820.69,282566.44,100907.71,298485.56,78835.914
"3228","LINC02347",24.744303,4.9999995,31.703398,30.629393,114.536606,16.473848,34.785767,4.9999995
"3229","RPL7AP32",5489.691,747.85,9946.492,2347.2446,24905.941,1363.7932,15673.191,573.43854
"3230","SRPK2",2639.4072,114.17719,3975.868,1540.8685,2479.888,815.07214,6990.598,441.34348
"3231","ZNF451-AS1",666.491,313.23746,932.1726,510.92487,1105.5109,531.9034,822.4964,223.26802
"3232","TYW3",166.69162,22.75523,212.12442,122.98113,671.02716,105.602684,307.12476,20.154442
"3233","RPL26P20",170.4576,4.9999995,67.90024,23.786861,105.1136,15.401088,258.72318,10.63939
"3234","LINC01641",962.35614,11.041361,762.37,133.52667,1108.4818,63.663853,1287.5118,41.2085
"3235","ARMC10",10228.343,203.45483,6901.176,3767.2083,12220.081,1777.9106,5601.084,23.646593
"3236","PIGO-AS1",399.7145,65.05552,373.0367,281.8287,796.83905,193.73149,460.02963,48.751804
"3237","SUPT4H1P1",4179.0444,154.52231,1994.1238,2168.1025,6723.7427,1106.8168,4080.968,26.720999
"3238","EIF2AP4",83.100555,9.548091,76.60302,36.03845,107.74059,30.447678,128.70732,11.869599
"3239","ADAM10",46.783096,18.032372,117.80459,66.954506,112.16329,56.719868,227.4347,4.9999995
"3240","WASHC2A",193.22508,52.03866,285.0809,210.10341,791.74286,144.68784,345.35727,69.16779
"3241","FTH1P24",941.4075,691.66675,1637.0782,4630.987,1904.9462,5335.715,7736.525,563.31396
"3242","XCR1",10.507451,97.12385,19.96157,14.472488,63.752773,20.524836,26.296082,4.9999995
"3243","ALOX15P2",39.09867,9.368609,37.902367,18.605497,65.782234,16.82486,74.100334,10.62557
"3244","RPL23AP35",208.75963,4.9999995,148.47748,28.458199,166.38925,34.08211,263.71576,13.60584
"3245","NSUN5P1",335.41223,13.9561,609.3314,110.73068,960.54736,75.567406,300.78897,9.382748
"3246","GPR135",99.17792,4.9999995,396.32257,35.648743,614.3896,32.764095,644.1505,4.9999995
"3247","MTND5P11",19460.8,3725.6724,26171.6,13492.764,72791.17,13885.179,30326.88,2197.4927
"3248","ZNF8-ERVK3-1",388.72775,16.93257,913.13257,190.03976,855.10785,103.99019,3042.5312,22.238213
"3249","PAK2",272.4799,4.9999995,385.1484,159.22687,709.2887,41.19042,367.00314,5.9730353
"3250","KCTD9P3",29.160006,4.9999995,41.97302,40.967598,34.826237,19.441002,61.823288,13.182321
"3251","PAPLN-AS1",96.7283,6.0419054,94.17713,51.609516,134.9186,21.768095,110.36953,12.233949
"3252","RPS4XP12",85.96374,12.877611,86.2065,53.809475,100.45021,42.52483,134.50519,9.337931
"3253","MMP23A",127.1267,25.49393,139.30882,118.24813,625.1532,63.535625,183.21643,17.49609
"3254","ENO1",82410.34,17862.498,96901.02,81984.68,140399.31,67650.75,80062.305,3680.052
"3255","RPS24P14",276.77353,15.94694,164.50446,50.30952,726.72186,29.346952,359.81293,6.8948054
"3256","LINC00327",140.22237,25.772121,98.54405,64.36355,138.47507,52.269886,164.27283,12.510979
"3257","KRT41P",8576.535,1481.3744,9553.029,3209.9656,25080.953,2324.5803,9220.557,1336.7084
"3258","COCH-AS1",135.54918,18.030197,100.85497,29.84502,120.828476,32.423557,197.18134,18.0888
"3259","RABGAP1L-DT",91.243004,17.605173,90.92617,106.49416,669.72784,48.673477,364.3001,16.880478
"3260","LINC00319",248.11685,74.14573,348.88428,156.33551,424.6926,143.12239,338.84708,77.01148
"3261","PAFAH1B2",19436.412,630.87585,16833.129,3916.6792,29646.725,3635.7932,50180.58,1371.0752
"3262","SNX29-AS3",45.419815,4.9999995,47.38353,32.741035,203.6099,19.664448,98.766335,7.1847763
"3263","HBBP1",128.63591,32.878628,144.74571,97.966644,208.85701,59.867546,246.65897,38.320805
"3264","ZNF519",457.18994,4.9999995,159.33932,49.780174,301.43787,27.091637,365.05463,4.9999995
"3265","OOEP-AS1",568.134,27.672873,184.45088,120.545944,177.87148,76.32522,240.69283,24.494349
"3266","LINC01989",17.200598,64.64754,24.139418,20.30264,303.53098,14.506821,22.290453,5.8486247
"3267","TMEM167AP1",1026.547,82.15298,916.4585,936.7647,1412.7651,461.30432,2038.8256,14.612261
"3268","SKAP1-AS2",39.071674,9.157853,31.677914,16.975807,58.218807,21.553148,64.05959,4.9999995
"3269","PRMT1P1",1949.8195,49.450592,2720.74,567.01404,3955.3398,287.60938,787.4279,6.6413302
"3270","TMEM263-DT",355.35986,12.464679,143.5409,76.65314,305.28787,38.40359,129.04967,10.58677
"3271","CDK2AP2P2",1024.0812,91.93598,1600.7743,537.89734,1811.9496,325.80914,227.79279,13.241639
"3272","CASC15",60.83561,6.8133683,43.54707,21.484806,245.54524,17.363424,70.14621,4.9999995
"3273","GBE1",244.49312,443.93295,748.16296,829.31805,361.67795,702.01056,606.3553,336.759
"3274","SNHG6",146751.66,2277.1614,105725.39,31702.953,141510.72,16713.613,185972.56,7523.9746
"3275","CCDC66",167.13963,4.9999995,183.16599,23.186459,88.23766,4.9999995,457.7379,5.5254507
"3276","DMAC2",2128.9836,396.3304,3829.762,1498.152,8818.255,846.9737,2581.5752,275.88086
"3277","ASS1P5",464.8629,4.9999995,194.2502,52.547993,24.31536,28.101734,161.3446,4.9999995
"3278","BLOC1S2P1",3355.4084,76.61608,6785.938,1562.2146,2415.4163,808.6098,14283.652,145.54668
"3279","RPL32P23",327.9251,4.9999995,186.80931,45.404297,347.50784,29.943045,447.37943,7.6388125
"3280","HLA-H",28827.248,2650.676,23965.426,20226.39,47866.387,18761.865,19916.246,726.78766
"3281","RPS20P31",327.80634,4.9999995,180.8795,44.043827,318.96915,25.989273,492.55447,19.899208
"3282","AURKBP1",257.5138,105.58227,252.57431,157.72585,300.79813,147.3377,272.81854,92.427795
"3283","LARP4",25.07252,4.9999995,48.032547,31.519032,195.59845,18.628271,38.969376,4.9999995
"3284","RRBP1P1",97.19026,4.9999995,77.00036,36.60149,132.43787,23.518818,126.15128,8.267374
"3285","CCDC32",42.85641,8.099695,241.04997,53.16255,120.24916,34.98687,192.12059,7.203473
"3286","CRTC1P1",35.35155,14.451602,50.155563,25.606941,131.02264,15.861749,43.751514,9.59823
"3287","MTND5P27",150.69029,19.612488,113.607796,52.253323,145.35725,32.326954,193.08444,19.896425
"3288","UBE2CP3",187.98427,48.41173,729.82074,234.6262,1000.548,101.93131,268.25122,34.64409
"3289","MTCYBP21",42.219887,10.12109,73.19824,19.839788,99.468216,23.20621,107.10141,9.990985
"3290","NABP1",19.988579,7.9735284,38.724266,26.387228,49.074554,22.1153,30.502222,7.0251493
"3291","ACTBP16",31.317019,6.2299557,93.38558,47.5481,60.644306,29.018385,40.2292,4.9999995
"3292","OR11H12",85.73266,16.540169,81.827354,45.597427,72.88968,34.854496,126.81523,19.0177
"3293","UBE2J2",37.73079,5.042077,69.572754,78.22705,850.3217,42.28132,60.369106,4.9999995
"3294","LINC00642",138.11772,22.028683,174.15605,79.47154,168.573,69.49186,250.086,33.14469
"3295","POU2F3-AS1",71.20336,18.54543,78.40913,41.000084,68.13021,42.005173,108.487495,25.81607
"3296","AMPD3",44.533424,4.9999995,34.850235,22.067736,88.503426,15.224639,47.2752,4.9999995
"3297","MMRN2",196.97733,45.803516,194.6885,179.09325,330.47617,162.87404,215.4987,16.420444
"3298","INTS6-AS1",3935.8696,47.80331,2029.0779,793.8365,8453.538,703.78735,15667.794,73.97927
"3299","ANAPC1P1",827.26263,20.9088,584.035,201.38925,799.0312,111.83861,1344.5139,43.087124
"3300","LINC01776",126.3895,4.9999995,92.28048,39.04054,137.1514,37.43295,148.35378,5.820256
"3301","RPL18AP17",116.14972,9.076143,83.08998,36.863476,123.26799,14.40442,104.82678,14.64923
"3302","RPL32P25",212.77014,11.798391,120.43459,31.834114,193.07858,22.340023,269.10587,15.82463
"3303","PRKCZ-AS1",968.2983,12.862942,858.41986,228.46144,2487.9514,191.5071,2034.7891,55.71176
"3304","HYAL6P",23.29764,7.8281884,41.853302,39.198265,202.92288,28.676867,30.373009,6.729294
"3305","MTND3P25",223724.58,88303.99,163898.05,127463.31,327931.78,112256.37,268445.78,101985.484
"3306","PIGPP2",2141.2246,49.147,978.39276,128.55873,423.52774,222.64297,2960.7576,184.37689
"3307","LINC02625",66.46768,4.9999995,98.18477,23.436085,110.28898,24.86071,144.01012,4.9999995
"3308","TPRXL",71.36242,12.120709,113.96353,30.065212,78.57311,25.716497,165.81122,10.126971
"3309","LINC00205",7349.185,489.70078,8267.788,2177.696,7057.93,1702.846,14505.594,851.4072
"3310","QKILA",67.02038,7.8389487,46.263885,21.363747,48.91285,18.240557,73.35372,4.9999995
"3311","TMEM256P2",122.31526,8.84121,66.502335,49.402626,43.13416,34.041855,65.33645,7.5255785
"3312","AOX2P",101.36189,9.213641,59.769325,32.34507,141.7851,23.969976,91.195816,4.9999995
"3313","RPL15P14",130756.305,5226.503,63704.953,35279.387,213281.64,20817.78,165211.86,4631.4463
"3314","SERPINB5",3301.41,434.24097,5216.021,2469.704,13793.987,1892.5216,4858.13,265.2494
"3315","EIF4BP8",546.93274,30.817333,424.23862,135.08145,487.5338,112.92238,665.61664,21.860558
"3316","KRT18P50",97.33154,14.0017605,117.421104,33.073746,492.39822,25.779951,215.56068,13.308421
"3317","LIN7A",23.058495,82.05593,8.401264,2132.808,42.671196,1412.4532,25.467798,4.9999995
"3318","FAM13A-AS1",81.27683,7.536404,62.945457,24.919498,90.1329,31.321014,123.76311,14.418291
"3319","SNCA-AS1",35.082565,4.9999995,34.82966,19.427282,705.6335,17.263538,71.96894,6.6190786
"3320","UBE2R2-AS1",33.47191,6.9983516,52.68207,30.146727,102.69339,21.902851,77.70345,4.9999995
"3321","VDAC3",5264.1895,296.04877,4355.452,4431.375,10513.044,664.22723,6580.136,84.31453
"3322","BRD1",83.19617,4.9999995,103.98599,43.07949,326.54092,24.94078,244.13539,4.9999995
"3323","TRPC7-AS1",40.747536,7.5581784,49.655334,30.808636,95.86999,25.861162,72.314316,4.9999995
"3324","EIF3J-DT",768.4034,27.989332,1117.773,535.26013,1041.5491,222.491,556.71466,4.9999995
"3325","COP1P1",9.670587,4.9999995,101.79768,106.797195,57.07888,23.579428,49.182667,5.8560987
"3326","OR4K7P",76.93552,15.818629,37.49257,28.653465,80.972694,22.896044,115.919106,4.9999995
"3327","LINC02162",28.064634,36.66793,33.632065,39.75657,135.00308,27.6743,24.460459,15.469138
"3328","SRD5A3-AS1",79.80325,6.255177,48.565617,28.53961,43.07599,25.790272,84.71992,7.6942015
"3329","OFD1P11Y",267.0455,11.594919,57.447987,35.66771,175.12126,35.617428,133.28267,17.262632
"3330","RAC1P7",42.38742,10.72411,15.970859,21.163626,53.727566,5.266813,35.86632,8.7366295
"3331","RPS2P39",5644.5566,190.3549,4909.973,1539.9572,12524.156,573.7343,8351.125,105.6998
"3332","ZBTB8OSP1",31939.934,464.43076,21359.29,5172.791,24259.164,2885.0298,21645.395,369.19208
"3333","LACTB2-AS1",68.085014,13.062321,41.00869,33.433743,72.7785,12.583969,55.4443,4.9999995
"3334","CASC23",370.18082,32.33348,241.17023,153.38626,375.0221,116.433495,416.43546,46.074253
"3335","WASL-DT",90.13349,4.9999995,14.792239,144.46095,288.98608,157.95403,309.31113,4.9999995
"3336","RPS5",132854.48,3616.856,125341.52,30284.89,231623.88,11516.64,132921.06,5194.244
"3337","LINC01806",1508.7931,8.654692,271.58472,112.586784,101.12899,24.070223,2383.121,10.868579
"3338","MEF2C-AS1",422.89407,67.446434,170.97952,129.23013,120.83092,157.45552,167.91049,99.69288
"3339","CDK7P1",108.90038,5.9232817,297.49655,166.81027,232.66843,48.47815,450.86334,8.511019
"3340","HMGN1P34",75.07107,4.9999995,72.38642,26.326527,78.26506,12.3038,76.09293,7.3643503
"3341","SNCAIP-AS3",58.265274,7.107334,48.624836,27.490448,34.37754,19.756481,64.71154,6.7259264
"3342","UNC93B7",42.0302,4.9999995,66.408134,22.362408,114.41829,17.085272,47.475533,4.9999995
"3343","BCAT1",4858.6597,288.3278,4998.4956,3336.674,8806.668,1993.3502,2235.973,97.14584
"3344","RPL17P26",15528.945,277.67715,6894.892,1581.0946,9769.645,1081.1578,12478.82,717.1816
"3345","TSPEAR-AS1",89.75683,5.1138916,50.58512,24.57532,90.10469,18.600893,70.500084,8.567687
"3346","FAM185A",60.230812,7.2408614,115.64068,76.09265,142.63438,28.906033,56.2989,4.9999995
"3347","EIF4EBP2P1",25.476562,7.456756,26.495481,65.85187,146.78209,33.85775,16.7793,4.9999995
"3348","SEPTIN7P9",143.85849,4.9999995,269.14163,27.605043,214.79152,23.665195,428.60263,16.735838
"3349","RPS15AP9",216142.1,12174.824,178943.7,77628.09,225916.03,46839.688,236637.28,42887.89
"3350","TMX1P1",170.16583,4.9999995,242.41878,112.690994,174.07352,25.340431,165.58383,4.9999995
"3351","KLHDC10",19934.713,444.57785,17952.035,3101.6284,19861.277,2146.3362,16831.693,211.34064
"3352","TSPY2",30.295717,4.9999995,23.589218,39.236153,338.5278,12.02384,59.500496,4.9999995
"3353","SNX18P25",1281.0072,23.730299,506.7771,57.36304,109.47271,147.89772,1605.6991,153.1427
"3354","TNS2-AS1",381.87958,46.908886,301.88333,191.4166,562.76984,130.35162,600.58496,47.21981
"3355","YY1",54510.992,1335.946,51175.566,11074.549,32099.74,6183.254,92879.875,1890.6135
"3356","RPS14",3331.6157,73.441154,2633.2275,607.7481,11389.767,418.72546,6889.876,135.5805
"3357","HNRNPA3P6",136.67368,4.9999995,333.91013,138.27837,380.6177,50.990036,682.1081,4.9999995
"3358","RPS24",102846.63,7987.169,104627.18,54801.402,124774.42,37657.64,143819.11,18395.979
"3359","RPL12P9",85.84704,4.9999995,43.803574,19.426395,123.69289,12.117,144.46405,6.1204934
"3360","KCNMA1-AS3",39.875153,6.5175586,46.54987,34.76209,44.922848,19.422691,56.74779,4.9999995
"3361","UQCRHP4",89428.69,2439.4453,64706.23,19594.855,106444.88,14105.87,101750.48,2484.295
"3362","NRAL",70.32247,4.9999995,42.064484,18.254362,63.46265,9.620723,89.30987,4.9999995
"3363","MEMO1P1",49513.664,1468.458,51223.523,12529.506,63206.88,8767.918,94977.45,970.81195
"3364","GAPDHP42",40.76995,6.341202,51.08484,24.420069,230.29498,17.32608,72.97371,6.9001684
"3365","PNRC2",721.9925,12.572459,984.564,351.383,1106.8146,211.41643,942.12463,14.747708
"3366","DNMT3L-AS1",99.21201,4.9999995,66.195984,20.269398,194.37885,21.406778,85.96189,7.708104
"3367","EI24P3",132.2601,6.011025,127.93469,43.95683,145.58337,17.9591,193.32864,4.9999995
"3368","PLCH1",682.56134,35.84627,906.789,189.80963,1545.3599,149.14153,840.53064,44.42393
"3369","HSP90AA4P",4380.367,177.84308,10613.581,9201.03,16920.326,4044.9653,10919.553,105.04431
"3370","PARAL1",38.457306,6.9949164,39.627544,30.792725,47.654312,13.178721,67.254745,19.475912
"3371","ZNF785",132.77026,5.9432225,87.72592,58.106174,501.4825,31.270546,98.24473,9.541152
"3372","LINC00922",139.17958,26.641851,226.22398,84.7663,259.288,103.14922,341.18256,38.80365
"3373","SNX18P7",47.41604,9.842559,103.49912,112.73081,2418.6758,64.43452,31.563766,17.440836
"3374","EPCIP-AS1",112.48179,4.9999995,152.46553,50.088173,140.97621,24.099367,173.71529,4.9999995
"3375","RPL21P111",6288.315,126.38203,3181.212,1413.1284,7154.5273,570.07404,6543.142,1484.3513
"3376","ETF1P3",197.56865,7.5877476,346.45255,258.37228,293.15067,27.959967,1057.705,4.9999995
"3377","LINC00589",65.88803,10.351479,55.591652,26.9886,49.210133,33.138348,89.02173,14.37069
"3378","IFNA22P",31.446796,5.102337,20.986975,11.467121,25.691742,14.208369,46.52864,5.643573
"3379","PRSS3",765.3815,49.325226,487.20135,151.54459,389.32773,175.4864,779.5763,136.16301
"3380","BRK1P1",5027.0586,225.17775,10293.444,3484.6038,13498.151,1597.2523,4977.8804,27.018293
"3381","KPNB1",134.48997,6.918861,345.26984,205.04282,326.02737,84.00094,316.97928,18.420841
"3382","TRBV1",94.79275,13.416699,96.68861,58.311745,95.94185,47.55764,107.125305,13.728729
"3383","ACTG1P25",431.71,85.97161,1305.1901,1235.966,1115.2385,775.4692,388.30707,22.994352
"3384","PCYT1B-AS1",67.47123,9.588256,93.114845,54.55231,67.715034,50.647957,129.86281,25.179573
"3385","RPSAP52",30.508917,8.182556,29.33324,22.534676,33.040543,17.600088,52.052696,7.5207934
"3386","LAMTOR3P2",61.538284,22.086037,84.22351,81.890366,103.698105,67.84023,130.5585,8.6568365
"3387","GNG12-AS1",39.310104,4.9999995,38.87671,23.81603,60.25592,14.252532,62.71331,4.9999995
"3388","RPSAP65",84.556206,12.09303,110.38153,30.506174,172.49063,15.810669,146.3348,11.799429
"3389","PRELID1",2766.3323,1420.118,5000.343,5370.439,4831.794,3944.7021,2223.1418,301.96976
"3390","RXFP1",66.81113,9.969884,63.72067,35.90507,66.87946,24.900808,87.710266,9.423517
"3391","NUDT4",223.54602,6.96435,211.66429,148.4474,317.92276,78.15424,322.4261,5.2877684
"3392","RAB17",58.30255,19.97584,87.15807,60.24007,229.21544,36.671783,97.513054,6.479166
"3393","GGCT",371.35703,25.970177,865.0344,336.2278,752.13696,179.69305,328.45532,4.9999995
"3394","MTND3P22",63.57476,17.291412,70.80419,39.31348,72.078705,33.657364,122.74191,13.2847595
"3395","ZDHHC4P1",295.96326,12.225939,285.35675,89.248405,318.73688,65.53315,474.29782,20.64361
"3396","APRG1",1234.4946,17.319862,879.8121,179.36284,1426.5715,171.1655,6777.1245,111.7937
"3397","SMIM26",94340.586,2123.5288,53130.695,20153.066,41766.36,12927.754,111810.984,2287.8318
