"","HGNC_Symbol","p1Pve","p1Nve","p2Pve","p2Nve","p3Pve","p3Nve","control1","control2"
"3398","VN1R108P",116.428185,8.130282,56.326168,22.44664,72.30173,16.73865,53.143368,5.0462427
"3399","VPS13A-AS1",149.54836,14.24117,81.055916,33.352642,67.976456,36.38323,127.45052,26.602844
"3400","GDI2P1",3328.0413,52.290207,4525.54,2576.3909,4244.0576,490.41833,1875.7563,18.687176
"3401","PALLD-AS1",97.97918,18.852686,89.300865,43.551693,108.6665,38.61629,133.23875,16.288416
"3402","NPIPB8",118.31638,7.401585,162.41399,74.212814,169.81906,28.355726,302.02765,5.7178516
"3403","BTF3P15",180.8033,8.751146,186.9271,100.2132,151.90579,34.97656,245.18315,4.9999995
"3404","EHBP1",79.31027,7.55525,61.651596,29.103323,75.76177,18.066538,102.83142,14.018998
"3405","ATP6V1E2",23.356134,4.9999995,53.146896,16.475748,63.244606,45.998493,46.883247,4.9999995
"3406","ATP5POP1",66454.65,1217.815,37160.082,11349.167,82595.12,7518.0137,51293.223,1389.2809
"3407","GRM7-AS1",25.95509,4.9999995,31.756538,23.026028,21.420792,28.024313,58.92379,7.20177
"3408","LRRC8C-DT",84.05693,11.730838,302.2737,77.96137,245.9725,67.22628,902.20667,8.265673
"3409","DHRS4L2",265.31534,36.70167,725.708,165.3019,291.78806,152.79082,333.1037,6.518446
"3410","XRCC6",38406.86,1863.5874,40046.61,12536.291,121765.78,8151.648,30854.264,1623.6626
"3411","RPL34P9",39705.074,466.54745,17122.812,4390.4233,33041.453,2754.5461,46893.223,2054.0862
"3412","RPLP0P6",113411.12,5391.8745,165745.66,49654.605,323376.75,28284.584,254705.28,5741.668
"3413","RNF185",37.686882,4.9999995,67.82219,39.272392,119.87539,28.786901,62.784073,22.734512
"3414","CCT6P3",109.31734,9.17364,206.47989,95.72994,333.45377,62.885548,140.2074,11.08341
"3415","RPS27P12",1108.9905,101.0657,680.26685,209.0533,690.9817,130.64828,1039.3613,73.72059
"3416","TFDP1P1",32.997032,4.9999995,153.64798,43.38853,178.84517,21.818964,30.741625,4.9999995
"3417","TOMM40P3",117.348785,4.9999995,268.97,89.66231,227.783,48.100525,70.49615,4.9999995
"3418","P2RY10BP",35.152973,4.9999995,32.515606,22.796686,51.278786,18.016014,51.376247,4.9999995
"3419","RNF220",75.993225,4.9999995,811.51154,55.530388,40.69502,20.625591,13.639769,4.9999995
"3420","ZDHHC20P1",24.086641,7.478015,34.35387,69.635,157.52432,77.01497,52.3471,4.9999995
"3421","RPL13P",198642.31,11251.506,170399.66,80871.34,323505.03,59796.88,311385.97,46511
"3422","CD96",800.17236,188.54337,1522.3712,905.98914,1861.2102,788.2972,1871.9597,45.90497
"3423","RPL7AP83",4416.8022,128.7255,3550.642,1147.7811,6770.6943,591.73285,9345.541,309.25327
"3424","CIC",25.336462,4.9999995,43.136925,29.064026,477.1655,17.57443,31.684877,4.9999995
"3425","ZNF275",37.46606,18.539417,72.54212,85.71217,1370.2688,43.74722,41.268253,7.8926916
"3426","NTRAS",77.692276,22.013756,131.93047,99.17185,672.86426,62.505547,96.8791,7.7982726
"3427","KRR1P1",45.490368,4.9999995,81.66664,42.512756,138.99782,16.482649,193.14362,4.9999995
"3428","NXF4",51.40239,4.9999995,26.712805,19.264647,63.391773,18.798199,57.24637,4.9999995
"3429","NPM1P10",1582.6129,17.742859,2291.334,432.64304,3168.8352,201.19824,3846.1714,27.872892
"3430","BOLA3P2",7042.4434,141.60442,6350.927,1632.9323,8840.615,716.3732,3446.2407,38.357693
"3431","MDC1-AS1",213.08029,25.146414,161.54225,96.043945,224.69925,71.55257,205.08994,24.812195
"3432","COX6CP8",1177.964,14.597212,1327.0449,236.36685,1261.4056,99.86447,1192.5739,18.19814
"3433","SGMS1-AS1",242.60779,12.258769,229.12508,75.38983,186.20242,40.836224,755.3651,24.676867
"3434","ZNF341-AS1",32.837883,4.9999995,26.712,27.073359,26.97211,29.23816,35.725815,8.076094
"3435","RPL23AP36",483.46313,13.999861,405.4957,69.888336,362.6588,42.683117,697.8207,23.133947
"3436","AP1B1P1",109.99527,16.19494,158.46303,93.42914,178.0327,51.630074,195.25255,12.983288
"3437","RERE-AS1",254.47797,11.239261,216.77736,38.139145,329.81863,37.18514,176.23161,6.0637846
"3438","MIR9-3HG",92.961555,18.041529,56.52148,27.806898,71.62142,31.32768,93.58265,15.577733
"3439","LCEP4",374.91403,74.17352,454.32397,235.79427,1208.2648,183.8623,439.09402,58.465706
"3440","MED15P7",370.23615,115.75792,453.778,254.58253,1417.5247,229.07631,513.1422,49.0384
"3441","WDFY3-AS2",44.00496,13.336719,55.559193,35.23122,58.347874,27.37118,101.04559,11.392852
"3442","TMEM18-DT",52.063072,14.50219,75.404785,34.344765,59.199818,22.050638,128.52151,12.317788
"3443","TTTY6B",24.065777,4.9999995,38.57904,18.920546,122.86968,16.7282,50.71476,4.9999995
"3444","NBPF3",29837.61,610.0674,51025.586,9905.673,61291.785,7517.3525,65261.83,103.23418
"3445","LINC01596",72.55572,10.78405,63.02096,27.270369,70.01895,28.478165,79.9655,8.65508
"3446","LOXL1-AS1",135.94873,17.730824,148.25401,57.74162,204.89223,32.579815,272.7821,12.07761
"3447","LINC01888",3329.1545,26.823679,2210.6301,414.50638,4209.0527,327.48795,5923.261,111.04683
"3448","RBM18",59.654816,6.880922,95.65273,45.73662,132.05864,14.970419,305.0569,5.193629
"3449","SORBS2-AS1",50.27267,4.9999995,44.87165,33.738533,98.13701,12.770479,135.44461,6.319795
"3450","LINC01436",130.8543,14.705491,119.90471,59.190033,198.62128,40.040367,191.52943,18.480154
"3451","LINC01108",23.457132,4.9999995,17.444986,26.021849,55.502754,6.810946,32.822636,6.741453
"3452","GGNBP1",135.22842,16.573008,412.6907,188.01347,1133.1229,96.701836,173.35004,12.980769
"3453","PLA2G12AP1",876.1887,17.9461,356.41074,223.81277,626.8046,136.35779,1075.656,4.9999995
"3454","LINC02975",82.03977,24.60257,118.0238,72.41166,228.87228,73.74779,169.66927,23.025724
"3455","DIO3OS",109.44789,4.9999995,138.22453,86.032265,573.99567,42.15923,113.73621,11.97654
"3456","SRP54-AS1",3964.7664,37.838367,1823.5123,470.7417,2252.2537,205.97903,1145.5148,11.152101
"3457","TTTY8",451.51593,16.090649,402.33865,174.2157,544.9464,105.73519,750.0556,36.716064
"3458","NRXN1-DT",384.59732,18.205557,233.38039,53.898792,71.85701,80.27095,274.46622,88.64884
"3459","ATG4AP1",689.4774,13.250969,630.23517,322.1962,842.7883,106.26018,588.652,8.936413
"3460","ISG20L2P1",128.97078,10.50637,208.73521,185.988,120.99949,61.870487,83.00094,4.9999995
"3461","SF3A3P1",11490.245,292.42853,9205.994,3716.5662,12307.708,1909.6716,5189.1064,137.5374
"3462","NUTF2P2",298.43234,5.646836,409.96326,815.34863,636.0204,102.5594,318.6027,15.480042
"3463","LINC02395",66.33122,6.8772726,53.34284,20.078518,60.591236,19.001308,67.34199,7.5273833
"3464","SLC5A4-AS1",40.631474,7.515842,28.678185,77.482254,54.422466,31.483955,365.13934,4.9999995
"3465","WBP1LP12",543.17303,42.72765,227.43777,153.90933,440.16058,96.41987,365.93988,61.88139
"3466","RPL7AP19",630.1111,15.463099,670.3803,137.79097,1392.52,91.852394,1511.6593,26.110277
"3467","PGBD4P4",103.535904,5.8322635,104.009575,45.514236,109.797676,40.03252,226.03676,4.9999995
"3468","ACBD5",67.74978,4.9999995,91.47902,79.3189,220.4891,50.83277,130.30122,17.876001
"3469","METTL5P2",7698.325,68.74249,8216.486,1381.9022,11271.121,547.6172,4297.118,23.561369
"3470","GCNT2",71.2411,4.9999995,104.7607,30.885735,297.63168,24.154661,109.38077,4.9999995
"3471","FMOD",46.532486,5.3456974,56.20371,33.024483,349.13113,15.95594,74.14105,6.296039
"3472","FAM81B",48009.652,932.6447,29353.787,10985.458,46687.66,6074.1274,48556.734,647.3537
"3473","STMND1",236.12822,28.19804,244.04083,141.2457,332.07324,97.79948,315.62357,34.174034
"3474","NALCN-AS1",90.312294,11.5967,69.80216,40.36815,78.249466,18.191,89.1715,4.9999995
"3475","CD84P1",95.50461,17.338484,108.411575,54.526516,85.35523,52.039055,126.43592,32.044537
"3476","GAPDHP52",60.031075,4.9999995,59.783134,23.299511,71.07524,17.28122,86.295044,6.4959826
"3477","IGF2-AS",35.396084,9.276037,44.773697,21.462406,41.065044,18.67795,50.559563,4.9999995
"3478","C11orf98P1",5858.3716,469.0944,3320.6025,3093.5405,5942.7534,1878.0938,3840.1606,200.73627
"3479","ATP6V0D2",145292.97,25378.465,144218,99924.65,158705.8,76877.52,178282.05,66760.836
"3480","SP2-AS1",72.93648,4.9999995,67.39952,38.08455,100.34061,16.405596,78.75443,10.230529
"3481","TCAF2",40.09714,9.372661,34.922554,28.651997,52.496506,14.939407,67.978386,7.934111
"3482","SP3",3164.477,97.70126,6508.5195,2113.3594,5291.315,1536.6086,18443.246,124.733376
"3483","ANKRD30BL",667.48486,61.322475,552.50665,513.39294,865.8691,413.42465,1213.6729,269.20587
"3484","MTERF1P1",94.63522,4.9999995,73.9439,29.590235,89.0524,21.78848,128.1646,4.9999995
"3485","LINC01688",86.2312,25.6656,82.513626,36.391453,121.12781,34.723267,145.77724,23.2951
"3486","HSPD1P3",4155.475,257.09213,11057.41,3553.1921,15937.265,3592.304,14136.544,344.68536
"3487","OR7E83P",143.02531,14.308218,175.65051,69.80991,190.78157,59.435474,227.5335,20.900826
"3488","TPMTP4",67.975395,13.265941,54.613453,162.59016,87.79255,68.19902,126.79767,4.9999995
"3489","MT-ATP8",27484.293,4904.9126,71292.65,40535.816,160187.08,12292.553,50941.496,2768.6445
"3490","ZNF736P10Y",230.8278,20.395536,275.29007,114.57451,380.6816,87.58164,455.44556,21.126535
"3491","MED28P2",72.90936,10.29481,61.35759,32.12271,70.525024,9.1336975,121.45594,5.3141904
"3492","CCM2L-AS1",64.63457,5.58476,106.90452,96.79252,1555.7489,64.55538,81.22852,4.9999995
"3493","NUP214-AS1",42.16486,21.42684,51.77067,32.345753,37.02397,26.23481,80.971085,12.999189
"3494","RBM39",232.99971,91.06073,2078.2432,1398.2815,376.81177,913.2256,1620.4609,441.18567
"3495","SAP18P2",27952.578,1071.77,22894.686,9175.721,36519.023,6617.5674,54170.965,1145.193
"3496","MIR210HG",627.4103,4.9999995,684.44684,62.45485,620.6145,25.945827,357.61243,7.2221847
"3497","LINC01219",71.99982,4.9999995,54.42538,22.903234,162.88115,24.08614,66.97686,5.943568
"3498","MTND4P25",77.8152,18.184166,70.38104,24.352919,168.61078,19.21446,118.502716,11.0239
"3499","CARNMT1-AS1",78.58157,4.9999995,35.83394,29.699347,118.09014,16.933062,118.432434,4.9999995
"3500","LINC00636",36.586674,4.9999995,30.688175,116.9364,133.21461,9.484007,40.8546,4.9999995
"3501","TRGV8",14.099181,4.9999995,18.792086,37.888348,24.930141,14.393061,18.072672,4.9999995
"3502","GAL3ST2-AS1",62.984562,4.9999995,76.58405,26.36531,158.91467,26.755394,141.43219,5.501099
"3503","FOXL3",27.864344,5.670407,29.15194,18.617462,57.408447,19.238659,45.983097,5.091654
"3504","GTF2I-AS1",35.182194,6.0919175,40.198162,20.682735,93.45691,13.62419,44.596275,6.2123537
"3505","TMEM147-AS1",52.45637,8.60411,101.85011,99.73814,852.4248,50.152878,92.23764,14.969511
"3506","RPS15AP13",47127.062,2006.369,41197.3,14753.515,44849.035,6742.004,54955.4,6318.257
"3507","LINC01381",70.97852,11.9034395,98.21787,57.506916,96.521614,35.513454,125.411285,15.087279
"3508","ZNF473CR",47.55022,6.9457912,78.44366,43.97203,157.82445,24.928692,81.46852,5.5905843
"3509","TSSK5P",166.89626,14.6243515,201.62123,89.19149,272.8777,50.773464,283.68585,23.043623
"3510","POU2F1",3617.9248,67.74013,7982.4873,1060.5004,8129.789,540.386,41414.29,449.8681
"3511","RPL36AP11",529.26056,9.893472,427.57288,60.392956,596.77155,40.09892,1068.5837,18.442608
"3512","NECAP1",148.8919,23.312313,616.2159,286.5351,398.58942,164.29607,1430.8611,7.5759487
"3513","LINC02433",1425.8314,67.896965,1518.2759,351.82764,1379.8931,261.93427,3540.2456,116.41706
"3514","OR2J4P",86.400406,18.143324,83.72921,56.302902,87.51897,38.595978,122.635506,26.375988
"3515","LINC02105",50.48926,39.075665,61.249775,44.397057,50.209335,18.510534,89.61588,6.1862087
"3516","PSMA6P1",45248.04,2087.5686,28039.096,21311.295,43146.004,11975.697,38931.43,738.6048
"3517","FAHD2P1",231.56482,21.391388,200.65733,92.8021,212.74208,52.46027,237.78088,27.080965
"3518","COX7A2L",49.55701,10.479092,31.63398,22.142412,42.713966,18.67105,48.42508,5.598891
"3519","MYMX",391.5481,7.8535624,264.10254,87.099724,208.03098,49.604435,314.5166,16.72715
"3520","LINC02256",155.74818,153.34535,1089.3569,1309.0411,253.01932,561.8335,557.5031,63.566017
"3521","IL12B-AS1",67.318016,7.491906,111.237816,43.558846,92.00745,28.02324,77.395485,4.9999995
"3522","RBM14",864.8332,43.532837,1738.6915,535.9311,1547.7931,314.27365,338.8912,6.079296
"3523","RPS17P10",126783.484,4222.323,75705.82,24825.678,150654.06,16593.852,168681.16,20201.537
"3524","CLSPN-AS1",92.3672,10.652739,67.458855,48.00152,140.60799,26.15653,131.99667,13.829639
"3525","MDS2",110.23169,6.6162157,76.31692,37.580433,103.25281,20.619259,170.30627,7.4948754
"3526","CYP2AC1P",55.279728,10.263681,51.302452,28.544619,59.374176,23.902903,83.705414,10.32691
"3527","HAGLR",230.1437,28.795647,726.5893,257.63483,998.45953,173.07426,408.10382,34.62569
"3528","LEF1-AS1",606.1329,451.41327,777.4226,476.5814,1903.4131,428.67856,764.94147,100.99217
"3529","LINC00678",84.35763,11.663481,116.436806,75.90775,675.31506,50.73664,108.2242,12.476919
"3530","CYP4F35P",14.536032,48.637085,17.709997,344.76923,9.229753,434.5123,372.32867,4.9999995
"3531","TTC21B-AS1",34.655083,8.009063,35.018604,23.803408,47.291515,19.989439,56.168148,9.249085
"3532","COX6B1P7",51.92116,6.955014,61.183834,34.838108,92.101616,25.750622,101.00399,11.396891
"3533","ZNF529-AS1",280.51984,20.992254,352.6062,93.807816,278.242,61.656467,537.9706,13.055402
"3534","RBBP4P4",58.85765,11.607999,88.56195,213.39766,138.21411,38.45244,117.492615,7.2161136
"3535","TNS1-AS1",19.455387,4.9999995,29.576036,21.415136,171.80013,15.190231,29.109777,4.9999995
"3536","EIF3KP1",65730.98,4145.113,52882.51,23329.621,78372.016,18667.46,81286.49,5057.614
"3537","HNRNPA3P13",773.54517,22.945505,1724.7522,536.12524,1987.7382,188.6946,3886.3293,17.531504
"3538","SIGLEC30P",90.48454,20.630268,101.02573,37.368126,80.18652,31.379206,144.69806,11.97373
"3539","LINC00899",40.239918,13.95704,925.4355,81.065506,1423.0913,34.32274,166.85179,14.424029
"3540","LINC02469",3119.9731,1230.936,3008.1042,692.60834,3608.297,732.0632,5525.037,640.5366
"3541","LINC02077",24.919687,4.9999995,39.887817,9.538332,47.247566,18.252329,51.600834,4.9999995
"3542","MTLN",18795.096,1238.3851,15913.684,5880.7046,20784.752,5626.448,13450.33,518.258
"3543","MT-ND1",311897.28,161306.83,389904.06,292643.9,398764.88,226778.16,393139.16,223619
"3544","TLR12P",43.585705,4.9999995,35.720455,23.785124,246.53418,15.458872,38.651035,4.9999995
"3545","ST18",47.30019,7.267616,33.07132,22.989794,56.397423,10.6871195,64.571815,4.9999995
"3546","SLC24A3-AS2",23.346441,4.9999995,23.203287,12.149519,30.331116,14.677948,54.366302,4.9999995
"3547","B4GALT1-AS1",118.87154,4.9999995,153.8667,82.80552,415.96802,27.457867,98.593735,4.9999995
"3548","DMRTC1B",10158.885,22.053888,2922.5442,280.70236,11524.712,158.62233,8145.448,120.8546
"3549","PMS2P5",1987.3362,13.72766,2377.243,282.93076,3276.146,120.80871,5477.381,33.6741
"3550","GIHCG",943.3192,33.995472,698.8963,301.7311,1864.0901,157.12347,694.32324,24.648172
"3551","OLMALINC",268.13104,11.472609,254.60928,106.694916,209.68877,50.83971,644.0734,14.621648
"3552","REG1CP",157.53282,7.711185,115.660324,71.2512,175.10326,32.856163,305.93512,7.743033
"3553","CIRBP-AS1",46.970615,10.90519,33.52602,67.742966,707.29834,26.905396,29.546179,4.9999995
"3554","RPL31P52",3660.768,37.408424,2672.6357,468.57776,3273.2952,262.4539,5171.413,145.3673
"3555","RPL5P32",716.5366,14.251048,506.5055,79.130806,1080.6006,31.156454,998.0431,4.9999995
"3556","RPL12P3",42.29984,14.006732,27.611586,13.588231,61.64956,4.9999995,44.582466,9.782809
"3557","SUMO1P4",3626.7869,59.083683,6095.3364,2180.525,3738.0437,915.612,4646.4873,11.444
"3558","ANKRD44",480.77652,35.143818,494.9099,403.02887,357.7706,322.5506,652.08795,13.013839
"3559","TCAF1",1226.5289,43.00614,2204.1252,894.4058,1946.4197,445.21545,5499.8247,46.895042
"3560","SERBP1P1",6156.4824,122.21234,8578.452,2775.41,10960.39,1343.4363,15306.162,227.03671
"3561","PPM1G",21.722752,25.301615,76.78756,66.938354,48.73645,59.814068,371.04907,5.53784
"3562","TRAF3IP2-AS1",124.164185,14.028371,119.011215,37.403996,134.59702,12.89564,95.92368,5.5400076
"3563","TPI1P3",3068.8853,444.97214,7622.747,4011.3298,8524.226,2435.1548,2001.8184,16.23497
"3564","RPL7P3",87.524895,10.0702505,92.041336,33.975803,85.22727,28.868166,113.05637,7.3211346
"3565","CD83",775.3897,162.53423,1137.4967,909.69965,6083.4175,1289.9226,7352.363,394.3602
"3566","GSTM2",26.217144,4.9999995,40.56936,54.934723,81.919846,32.893074,53.40359,4.9999995
"3567","ESM1",39.68081,13.61904,22.79249,188.93088,50.542038,55.242687,24.532818,5.7553325
"3568","TBX18",57.26378,6.2963862,40.445553,27.390837,109.6745,19.8269,61.93428,7.13245
"3569","LINC01877",21.44049,17.414782,22.474218,24.535915,581.2953,17.128881,4.9999995,7.432122
"3570","SEPTIN7P5",218.18192,8.882423,345.3705,145.82788,308.0391,58.97059,215.38406,28.863148
"3571","MYL12BP3",66744.77,3525.6633,64550.977,34690.49,66268.04,15593.432,58846.785,927.84406
"3572","AACSP1",90.69125,15.44727,97.13287,52.98713,127.24848,46.655533,152.69237,17.377703
"3573","LINC02370",62.332108,5.049047,54.989384,36.7265,65.79591,31.177572,86.856895,13.286821
"3574","CES1P1",6.666557,198.54422,14.394409,1312.6685,79.00414,2592.2097,50.273468,4.9999995
"3575","TMEM183AP2",2131.8467,137.10051,3653.0833,2125.363,4982.891,983.6325,5722.3926,87.11905
"3576","SERPINA7P1",34.77549,8.907462,43.485382,18.970089,41.48485,14.749568,56.50174,5.6586037
"3577","ANKRD13C-DT",91.660034,4.9999995,304.7872,40.992264,170.90004,13.054679,109.68879,4.9999995
"3578","SLC7A11-AS1",49.71516,8.391904,46.19519,24.869488,37.269226,23.823187,78.12416,6.662766
"3579","ACAA1",239.19626,25.159866,332.36905,156.40642,512.3677,115.07197,196.66331,14.759238
"3580","CCT7",1154.9102,23.572048,2012.4991,473.81052,2201.0776,199.74849,456.43292,4.9999995
"3581","GXYLT1P6",45.918232,4.9999995,60.280125,26.957628,66.26967,4.9999995,226.55547,4.9999995
"3582","MIR132",48.365463,11.39798,63.473434,41.238598,165.76196,44.75942,64.37168,12.75276
"3583","LBX2-AS1",84.57996,12.3079405,101.98671,42.099228,168.19144,34.35436,138.32823,5.6264377
"3584","PPIAP79",646.0601,28.896221,729.4701,266.70114,836.05316,102.65531,592.6665,16.65818
"3585","CLUHP3",309.33505,11.919599,451.70758,179.59438,1446.7405,73.09904,407.33194,270.02518
"3586","DOK2",4.9999995,437.15738,64.26923,1694.224,129.47139,1485.869,174.41809,4.9999995
"3587","MTND2P33",47.176178,16.964073,52.123367,34.201683,103.967674,19.208282,75.10558,6.771678
"3588","ANXA2P2",17151.78,4045.5295,25628.527,21755.506,25068.107,15718.8125,4648.042,51.952423
"3589","GATM",75.069374,4.9999995,76.685196,54.267815,278.299,60.00727,65.6711,4.9999995
"3590","FAR2P3",1798.086,8.751015,46.448483,90.79872,9251.064,190.29433,126.97678,7.8495035
"3591","ZNF674-AS1",3291.0579,72.72558,1632.4746,927.8201,3558.0854,818.9818,6297.775,96.20951
"3592","MIA2-AS1",721.0763,48.908855,1664.5244,1773.265,1611.1099,1447.3958,3100.9233,45.7611
"3593","BSNDP4",1321.2233,87.826675,1702.2653,397.06467,1811.3424,331.37198,2986.344,155.91835
"3594","LINC01676",89.90112,11.833691,96.46404,47.169926,89.35823,39.45039,137.68498,11.7089405
"3595","ERN1",3275.1284,450.31174,1971.6016,4850.403,2526.8386,1764.563,4514.6396,67.83277
"3596","SLC17A3",2239.2168,52.308704,2571.8018,623.73486,2172.606,458.58682,327.2363,4.9999995
"3597","HMGN2P30",18173.605,415.28528,22532.691,7780.868,16081.772,2707.9128,25721.535,473.17484
"3598","MTND4LP9",32.159958,6.6497626,42.909718,25.375431,56.53824,13.32099,71.01576,10.131719
"3599","LINC02513",101.1686,20.031311,66.63298,113.52229,104.79709,30.938578,65.752174,13.0347595
"3600","TRIM41-AS1",126.606285,18.82074,118.22202,71.930176,188.29457,61.002327,215.13284,23.045488
"3601","CFL1P4",1963.7413,341.63437,6800.0605,2610.2524,5556.598,1376.6278,4001.6628,74.5526
"3602","OR2A9P",41.513245,15.830188,427.32504,54.04448,598.42834,24.701118,1541.7274,23.752851
"3603","EYA2-AS1",62.21637,26.909761,53.284916,33.747078,111.79578,17.732916,54.52983,9.921178
"3604","PRDM16-DT",132.1143,8.594094,142.69333,69.18657,419.4904,55.643543,185.34465,15.924248
"3605","LINC02549",38.925144,9.326111,30.105862,14.007178,38.443695,15.16263,44.34549,4.9999995
"3606","SLC37A1",4.9999995,4.9999995,82.21137,23.65065,238.36214,45.536037,90.38889,4.9999995
"3607","PSPHP1",31.72259,6.1263375,107.95329,41.0026,139.15613,32.45494,79.639145,4.9999995
"3608","MTATP6P27",54.22792,8.538901,50.866367,58.207317,56.875137,10.105289,83.591064,9.607636
"3609","PALLD",183976.08,8379.11,172848.55,73196.875,208807.5,45648.086,243836.66,27678.74
"3610","ATP6V1G1P6",162.35092,50.9031,85.79638,40.892033,97.11884,41.627075,112.454315,6.5284085
